Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Retail: Department store,East Anglia,Norwich,way,119569259,New Island,flat,,70.9,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/119569259
Retail: Department store,East Anglia,Norwich,way,124952109,The Compleat Angler,pitched,,181.7,building=retail; amenity=pub,https://www.openstreetmap.org/way/124952109
Retail: Department store,East Anglia,Norwich,way,134236867,East of England CO-OP Daily,hipped,,437.6,building=retail; shop=convenience,https://www.openstreetmap.org/way/134236867
Retail: Department store,East Anglia,Norwich,way,135806259,The Television & Movie Store,flat,,294.2,building=retail; shop=collector,https://www.openstreetmap.org/way/135806259
Retail: Department store,East Anglia,Norwich,way,140577412,,gabled,,72.9,building=retail,https://www.openstreetmap.org/way/140577412
Retail: Department store,East Anglia,Norwich,way,171202245,Plasterers Arms,gabled,,150.6,building=retail; amenity=pub,https://www.openstreetmap.org/way/171202245
Retail: Department store,East Anglia,Norwich,way,338963850,ELM,gabled,,90.4,building=retail; shop=homeware;gift,https://www.openstreetmap.org/way/338963850
Retail: Department store,East Anglia,Norwich,way,338963854,Fire and Flux Cermaics,gabled,,58.2,building=retail; shop=houseware,https://www.openstreetmap.org/way/338963854
Retail: Department store,East Anglia,Norwich,way,338963855,Imelda's,gabled,,206.5,building=retail; shop=shoes,https://www.openstreetmap.org/way/338963855
Retail: Department store,East Anglia,Norwich,way,451689248,Safe Haven - City Response Centre,flat,,29.4,building=retail,https://www.openstreetmap.org/way/451689248
Retail: Department store,East Anglia,Norwich,way,676122717,,gabled,,103.0,building=retail,https://www.openstreetmap.org/way/676122717
Retail: Department store,East Anglia,Norwich,way,699369495,,flat,,201.2,building=retail,https://www.openstreetmap.org/way/699369495
Retail: Department store,England E and NE,Newcastle,way,96630509,Arnold Clark,flat,,4559.1,building=retail; shop=car,https://www.openstreetmap.org/way/96630509
Retail: Department store,England E and NE,Newcastle,way,245115552,,flat,,2454.7,building=retail,https://www.openstreetmap.org/way/245115552
Retail: Department store,England E and NE,Newcastle,way,245115557,,gabled,,55.4,building=retail,https://www.openstreetmap.org/way/245115557
Retail: Department store,England E and NE,Newcastle,way,245115572,,gabled,,62.8,building=retail,https://www.openstreetmap.org/way/245115572
Retail: Department store,England E and NE,Newcastle,way,245115575,,gabled,,83.2,building=retail,https://www.openstreetmap.org/way/245115575
Retail: Department store,England E and NE,Newcastle,relation,12524966,,flat,,0.0,building=retail,https://www.openstreetmap.org/relation/12524966
Retail: Department store,England NW and N Wales,Manchester,way,32547781,Lidl,flat,,1583.9,building=retail; shop=supermarket,https://www.openstreetmap.org/way/32547781
Retail: Department store,England NW and N Wales,Manchester,way,136844053,Tesco Express,round,,527.7,building=retail; shop=convenience,https://www.openstreetmap.org/way/136844053
Retail: Department store,England NW and N Wales,Manchester,way,136999879,,flat,,1481.1,building=retail,https://www.openstreetmap.org/way/136999879
Retail: Department store,England NW and N Wales,Manchester,way,138697735,The Matchstick Man,quadruple_saltbox,,769.5,building=retail; amenity=pub,https://www.openstreetmap.org/way/138697735
Retail: Department store,England NW and N Wales,Manchester,way,154522662,,flat,,378.3,building=retail,https://www.openstreetmap.org/way/154522662
Retail: Department store,England NW and N Wales,Manchester,way,179464018,Sainsbury's,quadruple_saltbox,,8429.8,building=retail; shop=supermarket,https://www.openstreetmap.org/way/179464018
Retail: Department store,England NW and N Wales,Manchester,way,187319369,,flat,,330.6,building=retail,https://www.openstreetmap.org/way/187319369
Retail: Department store,England NW and N Wales,Manchester,way,444184384,,gabled,,435.0,building=retail,https://www.openstreetmap.org/way/444184384
Retail: Department store,England NW and N Wales,Manchester,way,482327445,Tony's Barbers Shop,gabled,,46.0,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/482327445
Retail: Department store,England NW and N Wales,Manchester,way,626409857,,gabled,,54.3,building=retail,https://www.openstreetmap.org/way/626409857
Retail: Department store,England NW and N Wales,Manchester,way,640278271,,gabled,,242.2,building=retail,https://www.openstreetmap.org/way/640278271
Retail: Department store,England NW and N Wales,Manchester,way,641531361,,gabled,,172.9,building=retail,https://www.openstreetmap.org/way/641531361
Retail: Department store,England NW and N Wales,Manchester,way,646791742,,flat,,482.6,building=retail,https://www.openstreetmap.org/way/646791742
Retail: Department store,England NW and N Wales,Manchester,way,677476121,,hipped,,49.2,building=retail,https://www.openstreetmap.org/way/677476121
Retail: Department store,England NW and N Wales,Manchester,way,679024763,,mansard,,264.6,building=retail,https://www.openstreetmap.org/way/679024763
Retail: Department store,England NW and N Wales,Manchester,way,685522511,,gabled,,112.8,building=retail,https://www.openstreetmap.org/way/685522511
Retail: Department store,England NW and N Wales,Manchester,way,699654667,,many,,507.8,building=retail,https://www.openstreetmap.org/way/699654667
Retail: Department store,England NW and N Wales,Manchester,way,718484811,,flat,,642.1,building=retail,https://www.openstreetmap.org/way/718484811
Retail: Department store,England NW and N Wales,Manchester,way,718484812,,flat,,187.6,building=retail,https://www.openstreetmap.org/way/718484812
Retail: Department store,England NW and N Wales,Manchester,way,718484813,,flat,,193.8,building=retail,https://www.openstreetmap.org/way/718484813
Retail: Department store,England NW and N Wales,Manchester,way,1024589043,,half-hipped,,61.7,building=retail,https://www.openstreetmap.org/way/1024589043
Retail: Department store,England NW and N Wales,Manchester,way,1027525242,,flat,,71.5,building=retail,https://www.openstreetmap.org/way/1027525242
Retail: Department store,England NW and N Wales,Manchester,way,1072804667,,gabled,,129.2,building=retail,https://www.openstreetmap.org/way/1072804667
Retail: Department store,England NW and N Wales,Manchester,way,1105743817,,flat,,102.2,building=retail,https://www.openstreetmap.org/way/1105743817
Retail: Department store,England NW and N Wales,Manchester,way,1173668409,,gabled,,69.1,building=retail,https://www.openstreetmap.org/way/1173668409
Retail: Department store,England NW and N Wales,Manchester,way,1173668410,,gabled,,224.9,building=retail,https://www.openstreetmap.org/way/1173668410
Retail: Department store,England SE and Central S,London,way,4610230,,flat,,4430.9,building=retail,https://www.openstreetmap.org/way/4610230
Retail: Department store,England SE and Central S,London,way,4945244,Sainsbury's,quadruple_saltbox,,6642.3,building=retail; shop=supermarket,https://www.openstreetmap.org/way/4945244
Retail: Department store,England SE and Central S,London,way,4997029,Waitrose,gabled,,3087.5,building=retail; shop=supermarket,https://www.openstreetmap.org/way/4997029
Retail: Department store,England SE and Central S,London,way,6197541,Tesco Lea Valley Extra,flat,,10431.5,building=retail; shop=supermarket,https://www.openstreetmap.org/way/6197541
Retail: Department store,England SE and Central S,London,way,22870156,Asda,saltbox,,9787.3,building=retail; shop=supermarket,https://www.openstreetmap.org/way/22870156
Retail: Department store,England SE and Central S,London,way,24532872,Morrisons,flat,,10055.1,building=retail; shop=supermarket,https://www.openstreetmap.org/way/24532872
Retail: Department store,England SE and Central S,London,way,24545328,Angel Central,flat,,6074.4,building=retail; shop=mall,https://www.openstreetmap.org/way/24545328
Retail: Department store,England SE and Central S,London,way,26675031,Lidl,gabled,,2071.5,building=retail; shop=supermarket,https://www.openstreetmap.org/way/26675031
Retail: Department store,England SE and Central S,London,way,27821478,,flat,,249.1,building=retail,https://www.openstreetmap.org/way/27821478
Retail: Department store,England SE and Central S,London,way,28498379,Marks & Spencer,skillion,,3604.8,building=retail; shop=department_store,https://www.openstreetmap.org/way/28498379
Retail: Department store,England SE and Central S,London,way,28498382,,skillion,,7057.0,building=retail,https://www.openstreetmap.org/way/28498382
Retail: Department store,England SE and Central S,London,way,28682626,Peter Jones,flat,,3956.7,building=retail; shop=department_store,https://www.openstreetmap.org/way/28682626
Retail: Department store,England SE and Central S,London,way,29635140,Tesco,quadruple_saltbox,,4302.5,building=retail; shop=supermarket,https://www.openstreetmap.org/way/29635140
Retail: Department store,England SE and Central S,London,way,32824655,Oxleas Wood Cafe,gabled,,230.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/32824655
Retail: Department store,England SE and Central S,London,way,35101379,,double_saltbox,,387.3,building=retail,https://www.openstreetmap.org/way/35101379
Retail: Department store,England SE and Central S,London,way,37962005,Morrisons,flat,,4032.1,building=retail; shop=supermarket,https://www.openstreetmap.org/way/37962005
Retail: Department store,England SE and Central S,London,way,40770457,Heal's,flat,,374.7,building=retail; shop=furniture,https://www.openstreetmap.org/way/40770457
Retail: Department store,England SE and Central S,London,way,40770458,Heal & Son,flat,,520.2,building=retail; shop=furniture,https://www.openstreetmap.org/way/40770458
Retail: Department store,England SE and Central S,London,way,50317037,BMG Scooters,gabled,,54.2,building=retail; shop=motorcycle,https://www.openstreetmap.org/way/50317037
Retail: Department store,England SE and Central S,London,way,50317038,Toolstation,gabled,,154.7,building=retail; shop=doityourself,https://www.openstreetmap.org/way/50317038
Retail: Department store,England SE and Central S,London,way,51872741,,gabled,,1627.8,building=retail,https://www.openstreetmap.org/way/51872741
Retail: Department store,England SE and Central S,London,way,55886122,Akdeniz International Supermarket,gambrel,,310.4,building=retail; shop=convenience,https://www.openstreetmap.org/way/55886122
Retail: Department store,England SE and Central S,London,way,60147039,TW Perfection,gabled,,21.8,building=retail; shop=beauty,https://www.openstreetmap.org/way/60147039
Retail: Department store,England SE and Central S,London,way,68442876,Ocean Wine,flat,,88.7,building=retail; shop=convenience,https://www.openstreetmap.org/way/68442876
Retail: Department store,England SE and Central S,London,way,75818723,Red Lion Café,gabled,,22.2,building=retail; amenity=cafe,https://www.openstreetmap.org/way/75818723
Retail: Department store,England SE and Central S,London,way,82770806,,flat,,199.5,building=retail,https://www.openstreetmap.org/way/82770806
Retail: Department store,England SE and Central S,London,way,82770933,,flat,,229.7,building=retail,https://www.openstreetmap.org/way/82770933
Retail: Department store,England SE and Central S,London,way,87747318,,hipped,,254.4,building=retail,https://www.openstreetmap.org/way/87747318
Retail: Department store,England SE and Central S,London,way,89251070,Kapadia,flat,,40.4,building=retail,https://www.openstreetmap.org/way/89251070
Retail: Department store,England SE and Central S,London,way,90835566,,gabled,,48.0,building=retail,https://www.openstreetmap.org/way/90835566
Retail: Department store,England SE and Central S,London,way,90835576,,gabled,,239.4,building=retail,https://www.openstreetmap.org/way/90835576
Retail: Department store,England SE and Central S,London,way,90835595,,gabled,,237.2,building=retail,https://www.openstreetmap.org/way/90835595
Retail: Department store,England SE and Central S,London,way,90882437,,gabled,,181.4,building=retail,https://www.openstreetmap.org/way/90882437
Retail: Department store,England SE and Central S,London,way,97209494,Parliament Hill Cafe,flat,,300.8,building=retail; amenity=cafe,https://www.openstreetmap.org/way/97209494
Retail: Department store,England SE and Central S,London,way,98853215,,gabled,,237.9,building=retail,https://www.openstreetmap.org/way/98853215
Retail: Department store,England SE and Central S,London,way,99493698,,gabled,,406.0,building=retail,https://www.openstreetmap.org/way/99493698
Retail: Department store,England SE and Central S,London,way,99493733,,gabled,,632.3,building=retail,https://www.openstreetmap.org/way/99493733
Retail: Department store,England SE and Central S,London,way,99952357,,quadruple_saltbox,,364.6,building=retail,https://www.openstreetmap.org/way/99952357
