Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Storeys,Type Tags,OSM URL
Office: A/C standard,England SE and Central S,London,way,650749941,,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/650749941
Office: A/C standard,England SE and Central S,London,way,662415975,,1.0,building=office,https://www.openstreetmap.org/way/662415975
Office: A/C standard,England SE and Central S,London,way,688254576,Orbital Cars,1.0,building=office; amenity=taxi,https://www.openstreetmap.org/way/688254576
Office: A/C standard,England SE and Central S,London,way,693422332,,1.0,building=office,https://www.openstreetmap.org/way/693422332
Office: A/C standard,England SE and Central S,London,way,696379837,Eastside Young Leaders Academy,1.0,building=church; office=educational_institution,https://www.openstreetmap.org/way/696379837
Office: A/C standard,England SE and Central S,London,way,696383792,,1.0,building=office,https://www.openstreetmap.org/way/696383792
Office: A/C standard,England SE and Central S,London,way,705401023,Canary Wharf Management,1.0,building=office,https://www.openstreetmap.org/way/705401023
Office: A/C standard,England SE and Central S,London,way,705401024,,1.0,building=office,https://www.openstreetmap.org/way/705401024
Office: A/C standard,England SE and Central S,London,way,713538963,,1.0,building=office,https://www.openstreetmap.org/way/713538963
Office: A/C standard,England SE and Central S,London,way,725379666,Dagmar Design and Edge Upholstery,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/725379666
Office: A/C standard,England SE and Central S,London,way,731133125,Learn Tuition Centre,1.0,building=yes; office=educational_institution,https://www.openstreetmap.org/way/731133125
Office: A/C standard,England SE and Central S,London,way,733572017,Future Fashions Ltd,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572017
Office: A/C standard,England SE and Central S,London,way,733572018,Beezz Boutique,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572018
Office: A/C standard,England SE and Central S,London,way,733572024,Optical Support Ltd,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572024
Office: A/C standard,England SE and Central S,London,way,733572026,Wiser Choice Ltd,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572026
Office: A/C standard,England SE and Central S,London,way,733572027,Gerry Judah Ltd,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572027
Office: A/C standard,England SE and Central S,London,way,733572029,Built Differently,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572029
Office: A/C standard,England SE and Central S,London,way,733572031,Chambi Studios,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572031
Office: A/C standard,England SE and Central S,London,way,733572037,Design by Nature,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572037
Office: A/C standard,England SE and Central S,London,way,733572045,Unique Styles,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/733572045
Office: A/C standard,England SE and Central S,London,way,757251421,Roberts Hunt,1.0,building=commercial; office=estate_agent,https://www.openstreetmap.org/way/757251421
Office: A/C standard,England SE and Central S,London,way,763441975,Seven Fives,1.0,office=taxi,https://www.openstreetmap.org/way/763441975
Office: A/C standard,England SE and Central S,London,way,776499563,Fairfield Estates,1.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/776499563
Office: A/C standard,England SE and Central S,London,way,782774023,Shane Connolly Flowers,1.0,building=industrial; office=design,https://www.openstreetmap.org/way/782774023
Office: A/C standard,England SE and Central S,London,way,795870098,Paul May Fitness,1.0,building=office,https://www.openstreetmap.org/way/795870098
Office: A/C standard,England SE and Central S,London,way,795870100,,1.0,building=office,https://www.openstreetmap.org/way/795870100
Office: A/C standard,England SE and Central S,London,way,804388228,Heathwick Ltd,1.0,building=yes; office=company,https://www.openstreetmap.org/way/804388228
Office: A/C standard,England SE and Central S,London,way,810156380,,1.0,building=office,https://www.openstreetmap.org/way/810156380
Office: A/C standard,England SE and Central S,London,way,810868186,,1.0,building=office,https://www.openstreetmap.org/way/810868186
Office: A/C standard,England SE and Central S,London,way,817767966,Thackerays,1.0,building=yes; office=estate_agent,https://www.openstreetmap.org/way/817767966
Office: A/C standard,England SE and Central S,London,way,820226621,,1.0,building=office,https://www.openstreetmap.org/way/820226621
Office: A/C standard,England SE and Central S,London,way,823012828,The Bridge Management Centre,1.0,building=office,https://www.openstreetmap.org/way/823012828
Office: A/C standard,England SE and Central S,London,way,823172380,,1.0,building=office,https://www.openstreetmap.org/way/823172380
Office: A/C standard,England SE and Central S,London,way,823817866,Arton Law,1.0,building=yes; office=lawyer,https://www.openstreetmap.org/way/823817866
Office: A/C standard,England SE and Central S,London,way,825375411,Mountgrange Heritage,1.0,building=yes; office=estate_agent,https://www.openstreetmap.org/way/825375411
Office: A/C standard,England SE and Central S,London,way,826256475,,1.0,building=office,https://www.openstreetmap.org/way/826256475
Office: A/C standard,England SE and Central S,London,way,827691607,,1.0,building=office,https://www.openstreetmap.org/way/827691607
Office: A/C standard,England SE and Central S,London,way,829408490,,1.0,building=office,https://www.openstreetmap.org/way/829408490
Office: A/C standard,England SE and Central S,London,way,830315445,Property King,1.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/830315445
Office: A/C standard,England SE and Central S,London,way,836170314,,1.0,building=office,https://www.openstreetmap.org/way/836170314
Office: A/C standard,England SE and Central S,London,way,840488402,,1.0,building=office; office=yes,https://www.openstreetmap.org/way/840488402
Office: A/C standard,England SE and Central S,London,way,844342851,,1.0,building=office,https://www.openstreetmap.org/way/844342851
Office: A/C standard,England SE and Central S,London,way,846268428,H&H Self Drive Van Hire Office & Reception,1.0,building=office,https://www.openstreetmap.org/way/846268428
Office: A/C standard,England SE and Central S,London,way,846790616,,1.0,building=office,https://www.openstreetmap.org/way/846790616
Office: A/C standard,England SE and Central S,London,way,848965536,New Homerton Car Service,1.0,building=office,https://www.openstreetmap.org/way/848965536
Office: A/C standard,England SE and Central S,London,way,848965572,Wyke Estate Office,1.0,building=office; office=property_management,https://www.openstreetmap.org/way/848965572
Office: A/C standard,England SE and Central S,London,way,850522569,Bartlett and Cooke,1.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/850522569
Office: A/C standard,England SE and Central S,London,way,854086898,,1.0,building=office,https://www.openstreetmap.org/way/854086898
Office: A/C standard,England SE and Central S,London,way,858133539,Accountant,1.0,building=commercial; office=accountant,https://www.openstreetmap.org/way/858133539
Office: A/C standard,England SE and Central S,London,way,868706034,,1.0,building=office,https://www.openstreetmap.org/way/868706034
Office: A/C standard,England SE and Central S,London,way,882799670,New East Cabin,1.0,building=office,https://www.openstreetmap.org/way/882799670
Office: A/C standard,England SE and Central S,London,way,882799671,Old East Cabin,1.0,building=office,https://www.openstreetmap.org/way/882799671
Office: A/C standard,England SE and Central S,London,way,907774702,Box Office,1.0,building=office,https://www.openstreetmap.org/way/907774702
Office: A/C standard,England SE and Central S,London,way,911547246,Verona Marble Ltd,1.0,building=yes; office=company,https://www.openstreetmap.org/way/911547246
Office: A/C standard,England SE and Central S,London,way,922985520,Lady Click Services,1.0,building=commercial; office=employment_agency,https://www.openstreetmap.org/way/922985520
Office: A/C standard,England SE and Central S,London,way,930734693,BBC Studioworks Television Centre,1.0,building=office,https://www.openstreetmap.org/way/930734693
Office: A/C standard,England SE and Central S,London,way,940206785,Westminster Homecare,1.0,building=office; office=employment_agency,https://www.openstreetmap.org/way/940206785
Office: A/C standard,England SE and Central S,London,way,940610788,Mind North Kent,1.0,building=office; office=ngo,https://www.openstreetmap.org/way/940610788
Office: A/C standard,England SE and Central S,London,way,947545263,Driver Hire,1.0,building=retail; office=employment_agency,https://www.openstreetmap.org/way/947545263
Office: A/C standard,England SE and Central S,London,way,952409566,T A Ronan Ltd,1.0,building=yes; office=company,https://www.openstreetmap.org/way/952409566
Office: A/C standard,England SE and Central S,London,way,963414472,Main Reception Office,1.0,building=office,https://www.openstreetmap.org/way/963414472
Office: A/C standard,England SE and Central S,London,way,965122840,Ravenscourt Residential,1.0,building=yes; office=estate_agent,https://www.openstreetmap.org/way/965122840
Office: A/C standard,England SE and Central S,London,way,965741323,Eagle Mini-Cars,1.0,building=yes; office=taxi,https://www.openstreetmap.org/way/965741323
Office: A/C standard,England SE and Central S,London,way,967982044,,1.0,building=retail; office=estate_agent,https://www.openstreetmap.org/way/967982044
Office: A/C standard,England SE and Central S,London,way,971012016,Wooden Horse,1.0,building=commercial; office=yes,https://www.openstreetmap.org/way/971012016
Office: A/C standard,England SE and Central S,London,way,971204267,Propeller Digital,1.0,building=office,https://www.openstreetmap.org/way/971204267
Office: A/C standard,England SE and Central S,London,way,972639130,,1.0,building=yes; office=security,https://www.openstreetmap.org/way/972639130
Office: A/C standard,England SE and Central S,London,way,986473957,,1.0,building=yes; office=security,https://www.openstreetmap.org/way/986473957
Office: A/C standard,England SE and Central S,London,way,1023575585,Skin Life clinic,1.0,building=yes; office=yes,https://www.openstreetmap.org/way/1023575585
Office: A/C standard,England SE and Central S,London,way,1023575586,Anthony Louca Solicitirs,1.0,building=yes; office=lawyer,https://www.openstreetmap.org/way/1023575586
Office: A/C standard,England SE and Central S,London,way,1025165562,,1.0,building=guardhouse; office=security,https://www.openstreetmap.org/way/1025165562
Office: A/C standard,England SE and Central S,London,way,1036020934,,1.0,building=office,https://www.openstreetmap.org/way/1036020934
Office: A/C standard,England SE and Central S,London,way,1036020936,,1.0,building=office,https://www.openstreetmap.org/way/1036020936
Office: A/C standard,England SE and Central S,London,way,1036020939,,1.0,building=office,https://www.openstreetmap.org/way/1036020939
Office: A/C standard,England SE and Central S,London,way,1036020941,,1.0,building=office,https://www.openstreetmap.org/way/1036020941
Office: A/C standard,England SE and Central S,London,way,1042585317,Richmond Road Cab Centre,1.0,building=yes; office=taxi,https://www.openstreetmap.org/way/1042585317
Office: A/C standard,England SE and Central S,London,way,1069524887,,1.0,building=office,https://www.openstreetmap.org/way/1069524887
Office: A/C standard,England SE and Central S,London,way,1126536985,,1.0,building=office,https://www.openstreetmap.org/way/1126536985
Office: A/C standard,England SE and Central S,London,way,1135271179,,1.0,building=office,https://www.openstreetmap.org/way/1135271179
